preco;tamanho (m²);qtd_quartos;qtd_banheiros;qtd_vagas_garagem;bairro;endereco;bairro_tratada;bairro_mais_barato
430000.0;65.0;3;2.0;1;Boa Vista;Rua Emídio Germano;Outros;0
1790000.0;134.0;4;1.0;3;Santo Antônio;Rua Marabá;Santo Antônio;0
700000.0;120.0;3;3.0;1;Coração de Jesus;Rua Simão Irffi;Coração de Jesus;0
1166604.0;85.0;2;2.0;1;Santo Agostinho;Rua Martim de Carvalho;Santo Agostinho;0
850000.0;135.0;4;3.0;2;Buritis;Rua Ulisses Marcondes Escobar;Buritis;0
319000.0;64.0;2;1.0;1;Jardim Atlântico;Rua Carlos Sá;Jardim Atlântico;0
1417000.0;143.0;3;2.0;2;Santo Antônio;Rua Paulo Afonso;Santo Antônio;0
1700000.0;170.0;4;2.0;2;Lourdes;Rua Antônio Aleixo;Lourdes;0
1500000.0;180.0;4;3.0;2;Serra;Rua Professor Estevão Pinto;Serra;0
660000.0;103.0;3;2.0;2;Castelo;Rua Desembargador José Satyro;Castelo;0
1464248.0;86.0;3;2.0;2;Santo Antônio;Rua Paulo Afonso;Santo Antônio;0
720000.0;74.0;3;2.0;2;Santa Rosa;Rua Olga Dias de Castro;Santa Rosa;0
1180000.0;67.0;2;2.0;2;Santo Agostinho;Rua Juiz de Fora;Santo Agostinho;0
499000.0;87.0;3;3.0;2;Manacás;Rua Wiver Hernandes da Silva;Manacás;0
950000.0;87.0;3;3.0;2;Buritis;Avenida José de Oliveira Vaz;Buritis;0
2590000.0;198.0;4;3.0;3;Belvedere;Avenida Luíz Paulo Franco;Belvedere;0
1736000.0;206.0;4;3.0;4;Castelo;Avenida Altamiro Avelino Soares;Castelo;0
1390000.0;100.0;3;2.0;2;Lourdes;Rua Rio de Janeiro;Lourdes;0
502274.0;99.0;2;2.0;2;Nova Vista;Rua José Silva Passos;Outros;0
766000.0;88.0;3;2.0;2;Sagrada Família;Rua General Carneiro;Sagrada Família;0
1115000.0;170.0;4;3.0;2;Gutierrez;Rua Bernardino de Campos;Gutierrez;0
940000.0;140.0;4;2.0;2;Grajaú;Rua Aristóteles Caldeira;Grajaú;0
3300000.0;310.0;5;4.0;5;Serra;Rua Bambuí;Serra;0
649000.0;77.0;3;1.0;2;Fernão Dias;Rua Jornalista Lena Santos;Fernão Dias;0
591000.0;79.0;3;1.0;2;Barreiro;Rua São Domingos;Barreiro;0
364000.0;50.0;2;2.0;1;Jardim Leblon;Rua Egito;Jardim Leblon;1
720000.0;55.0;2;2.0;2;Itapoã;Rua João Edmundo Caldeira Brant;Itapoã;0
837406.0;63.0;2;2.0;2;Funcionários;Rua Bernardo Guimarães;Funcionários;0
319000.0;55.0;2;1.0;1;Rio Branco;Rua Newton da Costa Silveira;Rio Branco;0
680000.0;85.0;3;3.0;3;Sagrada Família;Rua Geraldo Menezes Soares;Sagrada Família;0
650000.0;80.0;3;3.0;2;Planalto;Rua Terezinha Lopes de Azevedo;Planalto;0
880000.0;64.0;2;3.0;2;Sion;Rua Patagônia;Sion;0
845000.0;95.0;3;2.0;3;Planalto;Rua Coronel Leri Santos;Planalto;0
499000.0;145.0;2;2.0;2;Santa Mônica;Rua Geralda Cirino Flor de Maio;Santa Mônica;0
560000.0;90.0;3;3.0;2;Sagrada Família;Rua São Jerônimo;Sagrada Família;0
549000.0;59.0;2;2.0;1;São Luiz;Rua Maestro Francisco Flores;São Luiz;0
4500000.0;436.0;4;5.0;3;Lourdes;Rua Alvarenga Peixoto;Lourdes;0
1050000.0;123.0;4;3.0;3;Buritis;Rua Jornalista Guilherme Apgáua;Buritis;0
910000.0;120.0;4;3.0;3;Dona Clara;Rua Ministro Ivan Lins;Dona Clara;0
2861600.0;146.0;4;5.0;3;São Pedro;Rua Raul Pompéia;São Pedro;0
430000.0;50.0;2;2.0;2;Jardim Atlântico;Rua Augusto Moreira;Jardim Atlântico;0
622224.0;67.0;3;2.0;2;Ouro Preto;Avenida Fleming;Ouro Preto;0
1137000.0;64.0;2;2.0;2;Funcionários;Rua Grão Pará;Funcionários;0
1500000.0;200.0;4;4.0;3;Serra;Rua do Ouro;Serra;0
1700000.0;190.0;4;2.0;3;Serra;Rua Pirapetinga;Serra;0
690000.0;53.0;2;2.0;1;Santa Efigênia;Rua Padre Marinho;Santa Efigênia;0
2400000.0;300.0;4;6.0;4;Ouro Preto;Avenida Fleming;Ouro Preto;0
690000.0;110.0;3;1.0;2;Conjunto Santa Maria;Rua Gentios;Outros;0
1200000.0;110.0;4;3.0;4;Dona Clara;Rua Bolivar Mineiro;Dona Clara;0
749000.0;65.0;3;2.0;3;Itapoã;Rua Sebastião Nepomuceno;Itapoã;0
1166000.0;135.0;3;4.0;4;Santa Amélia;Rua dos Expedicionários;Santa Amélia;0
2263235.0;112.0;3;2.0;2;Savassi;Rua Alagoas;Savassi;0
1550000.0;95.0;3;2.0;3;Anchieta;Rua Vitório Marcola;Anchieta;0
500000.0;70.0;2;1.0;2;Santa Mônica;Rua Tapirapes;Santa Mônica;0
930000.0;93.0;2;3.0;2;Pampulha;Rua dos Aeroviários;Pampulha;0
870000.0;126.0;3;2.0;3;Nova Suíssa;Rua Lindolfo de Azevedo;Nova Suíssa;0
1883308.0;85.0;2;2.0;2;Belvedere;Rua Jornalista Djalma Andrade;Belvedere;0
690000.0;48.0;1;1.0;2;Savassi;Rua Sergipe;Savassi;0
998000.0;110.0;4;3.0;4;Dona Clara;Rua Bolivar Mineiro;Dona Clara;0
550000.0;92.0;3;2.0;2;Horto Florestal;Rua Artur Alvim;Outros;0
510000.0;45.0;1;1.0;1;Lourdes;Rua Gonçalves Dias;Lourdes;0
879000.0;49.0;1;2.0;1;Funcionários;Rua Santa Rita Durão;Funcionários;0
655000.0;105.0;4;2.0;2;Nova Suíssa;Rua Geraldo Bicalho;Nova Suíssa;0
396000.0;43.0;2;1.0;1;São João Batista;Rua Augusto Franco;São João Batista;0
880000.0;82.0;3;2.0;2;Indaiá;Rua Borges;Indaiá;0
490000.0;20.0;2;1.0;2;Castelo;Rua Castelo de Lisboa;Castelo;0
420000.0;55.0;2;1.0;1;Barreiro;Rua Vicente de Azevedo;Barreiro;0
1460000.0;165.0;3;4.0;2;Castelo;Rua Castelo de Alcobaça;Castelo;0
430000.0;96.0;3;1.0;1;Santo Antônio;Rua Paulo Afonso;Santo Antônio;0
1500000.0;96.0;3;2.0;1;Boa Viagem;Rua dos Aimorés;Boa Viagem;0
215000.0;76.0;3;1.0;1;Califórnia;Rua Patrício Barbosa;Outros;0
990000.0;86.0;3;3.0;2;Santa Efigênia;Rua Grão Pará;Santa Efigênia;0
2654680.0;149.0;4;4.0;0;Gutierrez;Rua Ludgero Dolabela;Gutierrez;0
2590000.0;245.0;4;4.0;3;Savassi;Rua Ceará;Savassi;0
680000.0;60.0;2;2.0;2;Barro Preto;Rua dos Tupis;Barro Preto;0
320000.0;99.0;2;2.0;0;Barro Preto;Avenida do Contorno;Barro Preto;0
800000.0;116.0;3;2.0;1;Anchieta;Avenida dos Bandeirantes;Anchieta;0
550000.0;80.0;3;3.0;2;Santa Branca;Rua Norte;Santa Branca;0
730000.0;80.0;3;2.0;2;Nova Suíssa;Rua Lindolfo de Azevedo;Nova Suíssa;0
3950000.0;200.0;4;5.0;4;Santo Agostinho;Avenida Barbacena;Santo Agostinho;0
3600000.0;310.0;4;3.0;3;Lourdes;Rua Alvarenga Peixoto;Lourdes;0
480000.0;80.0;3;2.0;1;Nova Floresta;Rua Jacuí;Nova Floresta;0
3200000.0;150.0;4;4.0;3;Gutierrez;Rua Marechal Hermes;Gutierrez;0
650000.0;110.0;3;1.0;3;Dona Clara;Rua Adauto Feitosa;Dona Clara;0
1110000.0;90.0;4;3.0;2;Prado;Rua Aristóteles Caldeira;Prado;0
690000.0;151.0;4;2.0;2;Itapoã;Rua Dominica;Itapoã;0
4200000.0;203.0;4;6.0;4;Santo Agostinho;Rua Matias Cardoso;Santo Agostinho;0
650000.0;50.0;1;1.0;1;Boa Viagem;Rua Alagoas;Boa Viagem;0
1480000.0;118.0;4;1.0;2;Savassi;Rua Rio Grande do Norte;Savassi;0
610000.0;120.0;3;1.0;1;Cruzeiro;Rua Albita;Cruzeiro;0
400000.0;70.0;2;2.0;0;Sagrada Família;Rua Maria Martins Guimarães;Sagrada Família;0
780000.0;250.0;5;4.0;2;Santa Amélia;Rua dos Expedicionários;Santa Amélia;0
2800000.0;285.0;4;3.0;5;Vila Paris;Rua Padre Francisco Arantes;Vila Paris;0
850000.0;117.0;4;1.0;2;Pampulha;Rua dos Aeroviários;Pampulha;0
430000.0;52.0;3;1.0;1;Liberdade;Rua Antônio Paulino de Castro;Liberdade;0
1950000.0;148.0;4;4.0;3;Jaraguá;Rua Pedro Dutra;Jaraguá;0
550000.0;79.0;2;2.0;2;Castelo;Rua Castelo Rodrigo;Castelo;0
699000.0;64.0;2;2.0;2;Liberdade;Rua Escravo Alexandre;Liberdade;0
235000.0;52.0;2;1.0;1;Floramar;Rua Professora Gabriela Varela;Outros;0
539900.0;69.0;3;2.0;1;Ouro Preto;Rua José Ribeiro Filho;Ouro Preto;0
875000.0;62.0;2;2.0;2;Carmo;Rua Paraguai;Carmo;0
780000.0;89.0;3;2.0;3;Sagrada Família;Rua Conselheiro Lafaiete;Sagrada Família;0
780000.0;131.0;4;2.0;3;Ouro Preto;Rua João Antônio Cardoso;Ouro Preto;0
900000.0;110.0;3;3.0;2;Graça;Rua Macaé;Graça;0
725000.0;125.0;3;2.0;2;Buritis;Rua José Amaury Ferrara;Buritis;0
795000.0;100.0;3;3.0;3;Sagrada Família;Rua Barão de Cocais;Sagrada Família;0
850000.0;87.0;3;2.0;2;Estoril;Rua Paulo Piedade Campos;Estoril;0
980000.0;46.0;1;1.0;1;Savassi;Rua Tomé de Souza;Savassi;0
1500000.0;135.0;4;4.0;3;Jaraguá;Rua Bacupã;Jaraguá;0
1090000.0;123.0;3;3.0;3;Buritis;Rua Lauro Ferreira;Buritis;0
1572700.0;71.0;2;2.0;2;Savassi;Rua Antônio de Albuquerque;Savassi;0
1350000.0;320.0;3;4.0;1;Centro;Rua dos Goitacazes;Centro;0
510000.0;56.0;2;2.0;0;Dom Cabral;Avenida Edgar da Mata Machado;Outros;0
565614.0;57.0;2;2.0;2;Bandeirantes;Rua Lodi;Bandeirantes;0
1130000.0;127.0;4;2.0;3;Buritis;Rua Maria Heilbuth Surette;Buritis;0
720000.0;120.0;3;2.0;2;Fernão Dias;Rua José Júlio Ferreira;Fernão Dias;0
490000.0;90.0;2;1.0;1;Graça;Rua Juruá;Graça;0
750000.0;77.0;3;2.0;2;Estoril;Rua Virgílio José Batista;Estoril;0
707248.0;74.0;2;2.0;0;Centro;Rua dos Carijós;Centro;0
888975.0;95.0;3;3.0;2;Jaraguá;Rua Cacuera;Jaraguá;0
550000.0;67.0;3;2.0;2;Castelo;Rua Castelo de São Jorge;Castelo;0
360000.0;65.0;2;2.0;1;Sagrada Família;Rua Conselheiro Lafaiete;Sagrada Família;0
1400000.0;170.0;4;2.0;3;Funcionários;Rua Ceará;Funcionários;0
3400000.0;182.0;4;5.0;4;Barro Preto;Rua Paracatu;Barro Preto;0
429990.0;71.0;3;1.0;2;Mantiqueira;Rua Faustino Ferreira da Silva;Outros;0
1399874.0;54.0;2;1.0;2;Lourdes;Rua Felipe dos Santos;Lourdes;0
1400000.0;100.0;3;3.0;2;Sion;Rua da Groenlândia;Sion;0
750000.0;110.0;3;2.0;2;Caiçara-Adelaide;Rua Atlântida;Caiçara-Adelaide;0
230000.0;63.0;3;1.0;1;Jaqueline;Rua Orlando Mendes;Outros;0
330000.0;68.0;2;1.0;1;São João Batista;Rua Augusto Franco;São João Batista;0
350000.0;51.0;2;1.0;1;Copacabana;Rua Princesa Isabel;Copacabana;0
600000.0;150.0;2;2.0;1;Estoril;Rua Paulo Piedade Campos;Estoril;0
641990.0;53.0;2;1.0;1;Pampulha;Rua General Aranha;Pampulha;0
696990.0;44.0;1;1.0;1;Pampulha;Rua General Aranha;Pampulha;0
612200.0;55.0;2;1.0;1;Ipiranga;Avenida Bernardo de Vasconcelos;Ipiranga;0
1200000.0;260.0;4;5.0;3;Santa Lúcia;Avenida Artur Bernardes;Santa Lúcia;0
1500000.0;175.0;3;2.0;2;Santa Lúcia;Rua Rigel;Santa Lúcia;0
1300000.0;130.0;4;4.0;3;Santa Rosa;Rua Dom Rodrigo;Santa Rosa;0
1199000.0;194.0;4;3.0;5;Santa Lúcia;Rua Barcelona;Santa Lúcia;0
1650000.0;168.0;4;3.0;3;Sion;Praça Deputado Renato Azeredo;Sion;0
1478890.0;85.0;3;2.0;2;Santo Antônio;Rua Paulo Afonso;Santo Antônio;0
750000.0;100.0;3;2.0;2;Sion;Rua Haiti;Sion;0
780000.0;64.0;2;2.0;2;Santa Efigênia;Rua Tenente Garro;Santa Efigênia;0
750000.0;85.0;3;2.0;2;Engenho Nogueira;Rua Desembargador Paulo Mota;Outros;0
599000.0;89.0;3;1.0;2;Sagrada Família;Rua São Mateus;Sagrada Família;0
2100000.0;140.0;4;5.0;4;Serra;Rua Níquel;Serra;0
760000.0;72.0;3;2.0;2;Buritis;Rua Professora Bartira Mourão;Buritis;0
670000.0;102.0;3;3.0;2;União;Rua Artur de Sá;União;0
650000.0;40.0;1;1.0;1;Serra;Rua Palmira;Serra;0
950000.0;146.0;4;3.0;2;Buritis;Rua Vitório Magnavacca;Buritis;0
710000.0;150.0;3;3.0;2;Palmares;Rua Jorge Angel Livraga;Palmares;0
695000.0;49.0;2;1.0;0;Santa Efigênia;Rua Padre Marinho;Santa Efigênia;0
379000.0;50.0;2;2.0;1;Piratininga;Rua Andradina;Piratininga;0
650000.0;140.0;4;3.0;1;Coração Eucarístico;Rua Dom Joaquim Silvério;Coração Eucarístico;0
390000.0;57.0;2;2.0;1;Planalto;Rua Senador Carneiro de Campos;Planalto;0
4100000.0;205.0;4;5.0;4;Santo Agostinho;Avenida do Contorno;Santo Agostinho;0
250000.0;45.0;2;1.0;1;Califórnia;Rua Plaza Mayor;Outros;0
630000.0;64.0;3;2.0;2;Itapoã;Rua Dona Queridinha;Itapoã;0
1150000.0;160.0;4;3.0;2;Savassi;Rua Santa Rita Durão;Savassi;0
622202.0;64.0;2;2.0;0;Centro;Rua dos Carijós;Centro;0
1450000.0;140.0;4;4.0;2;Funcionários;Rua Bernardo Guimarães;Funcionários;0
749000.0;82.0;3;2.0;2;Santa Amélia;Rua Irema Maia Freire;Santa Amélia;0
813990.0;66.0;3;2.0;2;Serra;Rua Pouso Alto;Serra;0
312000.0;27.0;1;1.0;0;São Cristóvão;Rua Manoel Macedo;Outros;0
470000.0;120.0;3;2.0;1;Letícia;Rua José Galding;Letícia;0
576900.0;107.0;3;3.0;2;Santa Branca;Rua Hélcio Paiva;Santa Branca;0
585000.0;78.0;3;2.0;1;Heliópolis;Rua Osmar Costa;Heliópolis;0
600000.0;90.0;3;3.0;2;Santa Cruz;Rua Padre Felipe da Silva;Santa Cruz;0
1248000.0;145.0;3;3.0;2;União;Rua Johnson;União;0
1550000.0;149.0;4;5.0;4;Buritis;Rua Engenheiro Alberto Pontes;Buritis;0
2200000.0;350.0;4;4.0;4;Liberdade;Rua Cana Verde;Liberdade;0
850000.0;96.0;3;4.0;2;Santa Amélia;Rua Antônio Egydio de Lima;Santa Amélia;0
510000.0;63.0;2;2.0;2;Manacás;Rua Geraldo Magela de Almeida;Manacás;0
3000000.0;273.0;4;4.0;3;Lourdes;Rua Curitiba;Lourdes;0
695000.0;121.0;2;3.0;1;Sion;Rua Nicarágua;Sion;0
415000.0;50.0;2;2.0;1;Estoril;Rua Paulo Piedade Campos;Estoril;0
1950000.0;245.0;4;6.0;4;Buritis;Rua Professora Bartira Mourão;Buritis;0
669000.0;81.0;3;2.0;2;Itapoã;Rua Engenheiro Vicente Assunção;Itapoã;0
580000.0;140.0;3;3.0;2;Candelária;Rua Ubirajara Campos;Candelária;0
720000.0;64.0;2;2.0;2;Santa Efigênia;Rua Juiz Costa Val;Santa Efigênia;0
975000.0;87.0;3;2.0;2;Estoril;Rua Paulo Piedade Campos;Estoril;0
800000.0;115.0;3;2.0;1;São José;Avenida do Contorno;São José;0
520000.0;120.0;3;3.0;2;Santa Amélia;Rua Triângulo Mineiro;Santa Amélia;0
448000.0;95.0;3;2.0;1;Graça;Rua Juruá;Graça;0
810000.0;55.0;2;2.0;1;Cruzeiro;Rua Martinho Campos;Cruzeiro;0
540000.0;40.0;1;1.0;1;Funcionários;Rua dos Timbiras;Funcionários;0
375000.0;65.0;3;2.0;1;Letícia;Rua Augusto César dos Santos;Letícia;0
280000.0;45.0;1;1.0;1;Colégio Batista;Rua Varginha;Colégio Batista;0
1250000.0;209.0;4;3.0;3;Cidade Nova;Rua Inspetor Nilo Seabra;Cidade Nova;0
595000.0;48.0;1;1.0;1;Luxemburgo;Rua Doutor Sette Câmara;Luxemburgo;0
700000.0;95.0;4;2.0;2;Fernão Dias;Rua Queluzita;Fernão Dias;0
548000.0;104.0;3;2.0;1;Santa Mônica;Rua dos Javaês;Santa Mônica;0
508051.0;57.0;2;2.0;1;Indaiá;Rua Boaventura;Indaiá;0
1040940.0;57.0;1;1.0;0;Funcionários;Rua dos Aimorés;Funcionários;0
809000.0;114.0;2;2.0;1;Santa Efigênia;Rua Estrela Dalva;Santa Efigênia;0
550000.0;60.0;3;2.0;2;Santa Mônica;Rua Janete Clair;Santa Mônica;0
370000.0;47.0;2;1.0;1;Palmeiras;Rua Antônio de Andrade Mendes;Palmeiras;0
659000.0;154.0;3;1.0;2;Santa Branca;Rua Gil Vicente;Santa Branca;0
744945.0;84.0;3;1.0;2;Paquetá;Rua Frei Martinho Burnier;Paquetá;0
420000.0;52.0;2;1.0;1;Serrano;Rua Jornalista Geraldo Resende;Serrano;0
1270822.0;82.0;3;3.0;2;Lourdes;Avenida Álvares Cabral;Lourdes;0
850000.0;112.0;4;3.0;2;Pampulha;Rua dos Aeroviários;Pampulha;0
2520000.0;142.0;4;4.0;4;Santo Agostinho;Rua Alvarenga Peixoto;Santo Agostinho;0
780000.0;58.0;2;1.0;2;Boa Viagem;Rua Alagoas;Boa Viagem;0
650000.0;90.0;3;2.0;1;São Pedro;Rua Bolívia;São Pedro;0
1050000.0;190.0;3;2.0;4;Santa Amélia;Rua General Patton;Santa Amélia;0
1350000.0;153.0;4;4.0;2;Cruzeiro;Rua Pium-I;Cruzeiro;0
795000.0;44.0;2;2.0;2;Santa Efigênia;Rua Juiz Costa Val;Santa Efigênia;0
1300000.0;87.0;3;3.0;3;Sion;Rua Mantena;Sion;0
1250000.0;135.0;4;5.0;4;Buritis;Rua Professora Bartira Mourão;Buritis;0
1579800.0;94.0;3;2.0;2;Prado;Rua Lagoa Dourada;Prado;0
678000.0;63.0;3;2.0;2;Planalto;Rua Professor Massanielo Santos;Planalto;0
3366910.0;181.0;4;4.0;4;Santo Agostinho;Rua Paracatu;Santo Agostinho;0
530000.0;67.0;3;1.0;3;União;Rua Otávio Otoni;União;0
490000.0;119.0;3;1.0;1;Barro Preto;Avenida Augusto de Lima;Barro Preto;0
1450000.0;238.0;4;5.0;3;Carmo;Rua Passa Tempo;Carmo;0
1100000.0;116.0;3;3.0;2;Sion;Rua Califórnia;Sion;0
435000.0;85.0;4;2.0;2;Buritis;Rua Ernani Agricola;Buritis;0
750000.0;130.0;3;2.0;2;Castelo;Rua Elson Nunes de Souza;Castelo;0
510000.0;115.0;3;2.0;0;Centro;Rua dos Goitacazes;Centro;0
4300000.0;210.0;4;2.0;3;Lourdes;Rua Espírito Santo;Lourdes;0
1900000.0;176.0;4;4.0;3;Buritis;Rua Tereza Mota Valadares;Buritis;0
735205.0;130.0;3;1.0;2;Tirol;Rua Maria Perez Ballesteros;Outros;0
2492074.0;134.0;4;4.0;3;Funcionários;Rua Bernardo Guimarães;Funcionários;0
525000.0;72.0;2;1.0;1;Estoril;Rua Cristiano Moreira Sales;Estoril;0
858711.0;61.0;2;2.0;2;Santo Antônio;Rua São Romão;Santo Antônio;0
835000.0;75.0;3;2.0;2;Sagrada Família;Rua Conselheiro Lafaiete;Sagrada Família;0
620000.0;102.0;3;3.0;3;Barroca;Rua Pedra Bonita;Barroca;0
900000.0;133.0;3;2.0;2;Liberdade;Rua Custódio de Melo;Liberdade;0
675000.0;62.0;2;3.0;2;Sion;Rua Santa Fé;Sion;0
320000.0;60.0;2;1.0;1;Beija Flor;Rua Castro Alves;Outros;0
500000.0;95.0;3;3.0;2;Ipiranga;Rua Ozanam;Ipiranga;0
565000.0;63.0;3;2.0;2;Planalto;Rua Henrique Horta;Planalto;0
800000.0;90.0;3;3.0;2;Sagrada Família;Rua Santo Amaro;Sagrada Família;0
649000.0;75.0;3;2.0;2;Planalto;Rua Padre Willian Silva;Planalto;0
820000.0;66.0;2;2.0;2;Buritis;Avenida José de Oliveira Vaz;Buritis;0
900000.0;150.0;4;1.0;1;Jardim Alvorada;Rua Flor de Maria;Outros;0
680129.0;62.0;2;2.0;2;Carlos Prates;Rua Bom Sucesso;Carlos Prates;0
373000.0;69.0;3;1.0;1;Indaiá;Rua Barão de Nepomuceno;Indaiá;0
560000.0;79.0;3;3.0;2;Grajaú;Rua Pedro Sigaud;Grajaú;0
980000.0;110.0;3;1.0;2;Buritis;Rua Vitório Magnavacca;Buritis;0
1373000.0;97.0;3;3.0;2;Buritis;Rua José Teófilo Marques;Buritis;0
850000.0;90.0;3;2.0;3;São Pedro;Praça Carlito Faria;São Pedro;0
3300000.0;173.0;4;4.0;4;Santo Antônio;Rua São Domingos do Prata;Santo Antônio;0
2300000.0;243.0;4;4.0;3;Buritis;Rua Geraldo Lúcio Vasconcelos;Buritis;0
2150000.0;140.0;3;2.0;3;Anchieta;Rua Vitório Marcola;Anchieta;0
725000.0;45.0;1;2.0;2;Funcionários;Avenida Getúlio Vargas;Funcionários;0
359500.0;44.0;2;1.0;2;Santa Amélia;Rua Virgílio de Melo Franco;Santa Amélia;0
1428847.0;104.0;3;3.0;2;Santo Antônio;Rua Marquês de Paranaguá;Santo Antônio;0
1769320.0;84.0;3;3.0;2;Boa Viagem;Rua dos Aimorés;Boa Viagem;0
1290000.0;123.0;4;3.0;3;Buritis;Rua Lauro Ferreira;Buritis;0
2139885.0;133.0;4;4.0;3;Funcionários;Rua Bernardo Guimarães;Funcionários;0
760000.0;45.0;1;1.0;2;Savassi;Avenida Getúlio Vargas;Savassi;0
850000.0;150.0;4;2.0;1;Coração de Jesus;Rua Guaicuí;Coração de Jesus;0
761086.0;42.0;1;1.0;1;Lourdes;Rua Alvarenga Peixoto;Lourdes;0
749000.0;100.0;3;3.0;1;São Pedro;Rua Coral;São Pedro;0
450000.0;72.0;3;2.0;2;Rio Branco;Rua Newton da Costa Silveira;Rio Branco;0
956300.0;62.0;1;1.0;1;Santa Efigênia;Rua Álvares Maciel;Santa Efigênia;0
550000.0;50.0;2;2.0;2;Santa Amélia;Rua Augusto Moreira;Santa Amélia;0
1300000.0;220.0;3;4.0;2;Buritis;Rua Tereza Mota Valadares;Buritis;0
305000.0;48.0;2;1.0;1;Santa Mônica;Rua Visconde de Taunay;Santa Mônica;0
700000.0;70.0;3;2.0;2;Itapoã;Rua Gumercindo Couto e Silva;Itapoã;0
2690000.0;153.0;4;5.0;3;Sion;Rua Panamá;Sion;0
650000.0;80.0;3;2.0;2;Jardim América;Rua Beta;Jardim América;0
1530000.0;138.0;4;4.0;2;Colégio Batista;Rua Guanhães;Colégio Batista;0
750000.0;90.0;3;3.0;2;Buritis;Avenida Professor Mário Werneck;Buritis;0
2230000.0;192.0;4;2.0;4;Belvedere;Rua Sebastião Fabiano Dias;Belvedere;0
565000.0;117.0;3;3.0;2;Planalto;Rua Lourival Carneiro de Vasconcelos;Planalto;0
550000.0;90.0;3;2.0;2;Santo Antônio;Rua São João Evangelista;Santo Antônio;0
2200000.0;235.0;4;2.0;2;Lourdes;Rua Antônio Aleixo;Lourdes;0
2850000.0;150.0;4;3.0;3;Sion;Avenida dos Bandeirantes;Sion;0
900000.0;160.0;4;3.0;2;Prado;Rua Ametista;Prado;0
619000.0;72.0;3;2.0;1;Paquetá;Rua Gustavo Ladeira;Paquetá;0
1890000.0;149.0;4;3.0;3;Santo Agostinho;Rua Alvarenga Peixoto;Santo Agostinho;0
550000.0;50.0;1;1.0;1;Cidade Nova;Rua Doutor Plínio de Morais;Cidade Nova;0
820000.0;126.0;4;1.0;2;Ipiranga;Rua Wilson Modesto Ribeiro;Ipiranga;0
399000.0;85.0;2;1.0;2;Letícia;Rua José Galding;Letícia;0
319000.0;67.0;3;1.0;1;Lagoinha Leblon;Rua Laranjeiras;Outros;0
620000.0;47.0;2;1.0;1;Centro;Rua Espírito Santo;Centro;0
390000.0;80.0;3;1.0;1;Padre Eustáquio;Rua Vereador Geraldo Pereira;Padre Eustáquio;0
2280000.0;146.0;3;3.0;2;São Pedro;Rua Major Lopes;São Pedro;0
1350000.0;66.0;2;2.0;2;Lourdes;Rua Curitiba;Lourdes;0
549000.0;82.0;3;3.0;2;Castelo;Rua Cecília Fonseca Coutinho;Castelo;0
2490000.0;178.0;4;4.0;4;Belvedere;Rua Sebastião Fabiano Dias;Belvedere;0
759999.0;82.0;3;3.0;2;Santa Efigênia;Rua Carlos Peixoto;Santa Efigênia;0
1150000.0;115.0;3;3.0;0;Calafate;Rua Três Corações;Calafate;0
730000.0;61.0;2;2.0;1;Barro Preto;Rua dos Tupis;Barro Preto;0
450000.0;110.0;3;2.0;1;Glória;Rua Galileu;Outros;0
520000.0;85.0;3;2.0;1;Sagrada Família;Rua São Mateus;Sagrada Família;0
1400000.0;130.0;4;3.0;2;Funcionários;Rua Bernardo Guimarães;Funcionários;0
390000.0;90.0;3;2.0;1;Piratininga;Rua Pederneiras;Piratininga;0
2009169.0;82.0;2;2.0;2;Lourdes;Rua da Bahia;Lourdes;0
749000.0;95.0;3;2.0;2;Heliópolis;Rua Olbiano Sausmikat;Heliópolis;0
590000.0;80.0;2;1.0;1;Vila Paris;Avenida Artur Bernardes;Vila Paris;0
1250000.0;120.0;3;3.0;2;Serra;Rua Níquel;Serra;0
1390000.0;82.0;2;2.0;2;Lourdes;Rua São Paulo;Lourdes;0
650000.0;83.0;3;2.0;2;Ouro Preto;Rua João Antônio Cardoso;Ouro Preto;0
560000.0;77.0;3;3.0;1;Nova Floresta;Rua Quixadá;Nova Floresta;0
710272.0;75.0;3;2.0;2;Ouro Preto;Avenida Fleming;Ouro Preto;0
2463726.0;153.0;4;5.0;3;Carmo;Rua Rio Verde;Carmo;0
750000.0;41.0;1;2.0;2;Lourdes;Rua da Bahia;Lourdes;0
1390000.0;136.0;3;2.0;2;Coração de Jesus;Rua Professor Otto Cirne;Coração de Jesus;0
300000.0;66.0;2;1.0;1;Planalto;Avenida Doutor Cristiano Guimarães;Planalto;0
3400000.0;316.0;4;5.0;5;Funcionários;Rua Ceará;Funcionários;0
407000.0;70.0;3;2.0;1;Céu Azul;Rua Antônio José dos Santos;Céu Azul;0
2365000.0;145.0;3;4.0;4;São Jorge;Rua Oscar Trompowsky;Outros;0
1400000.0;194.0;4;5.0;2;Dona Clara;Rua Bento Mendes Castanheira;Dona Clara;0
817000.0;85.0;3;2.0;2;Buritis;Rua Stella Hanriot;Buritis;0
590000.0;84.0;3;2.0;2;Castelo;Rua Castelo da Feira;Castelo;0
1490000.0;69.0;2;2.0;2;Lourdes;Rua dos Aimorés;Lourdes;0
290000.0;68.0;2;2.0;1;Carlos Prates;Rua Porto Alegre;Carlos Prates;0
1026000.0;183.0;3;3.0;3;Itapoã;Rua João Edmundo Caldeira Brant;Itapoã;0
462000.0;90.0;2;1.0;1;Pindorama;Rua Itapoã;Outros;0
