Preço;Tamanho;Quartos;Banheiros;Vagas;Bairro;Endereço
R$ 1.280.000;Tamanho do imóvel160 m²;Quantidade de quartos4;Quantidade de banheiros3;Quantidade de vagas de garagem2-3;Luxemburgo;Rua Guaicuí
R$ 1.375.066;Tamanho do imóvel65 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem2;São Pedro;Rua Cristina
R$ 1.063.250;Tamanho do imóvel57 m²;Quantidade de quartos1;Quantidade de banheiros1;Quantidade de vagas de garagem1;Santo Agostinho;Rua dos Aimorés
N/D;Tamanho do imóvel360 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem2;Santa Mônica;Rua Olavo Bilac
R$ 1.790.000;Tamanho do imóvel195 m²;Quantidade de quartos4;Quantidade de banheiros2;Quantidade de vagas de garagem2;Funcionários;Rua dos Aimorés
N/D;Tamanho do imóvel155 m²;Quantidade de quartos3;Quantidade de banheiros1-2;Quantidade de vagas de garagem1-2;Santa Amélia;Rua Irema Maia Freire
N/D;Tamanho do imóvel183 m²;Quantidade de quartos4;Quantidade de banheiros2;Quantidade de vagas de garagem2;Serrano;Rua Hélia Ricaldoni de Freitas
N/D;Tamanho do imóvel154 m²;Quantidade de quartos4;Quantidade de banheiros2;Quantidade de vagas de garagem1;Serra;Rua Trifana
R$ 1.179.000;Tamanho do imóvel125 m²;Quantidade de quartos4;Quantidade de banheiros3;Quantidade de vagas de garagem4;Prado;Rua Euclides da Cunha
R$ 1.980.000;Tamanho do imóvel180-220 m²;Quantidade de quartos4;Quantidade de banheiros4-5;Quantidade de vagas de garagem4;Renascença;Rua Uraricoera
R$ 1.320.000;Tamanho do imóvel67 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem2;Lourdes;Rua Espírito Santo
R$ 1.248.000;Tamanho do imóvel116 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;União;Rua Johnson
R$ 1.595.057;Tamanho do imóvel141 m²;Quantidade de quartos2;Quantidade de banheiros3;Quantidade de vagas de garagem1;Gutierrez;Rua Cônego Rocha Franco
R$ 760.000;Tamanho do imóvel182 m²;Quantidade de quartos4;Quantidade de banheiros4;Quantidade de vagas de garagem1;Centro;Avenida Augusto de Lima
N/D;Tamanho do imóvel140 m²;Quantidade de quartos4;Quantidade de banheiros4;Quantidade de vagas de garagem3;Buritis;Rua Ernani Agricola
R$ 1.330.000;Tamanho do imóvel282 m²;Quantidade de quartos4;Quantidade de banheiros3;Quantidade de vagas de garagem2;Dona Clara;Rua Ministro Ivan Lins
R$ 1.380.000;Tamanho do imóvel180 m²;Quantidade de quartos4;Quantidade de banheiros2;Quantidade de vagas de garagem2;Cidade Nova;Praça Barakat Issa Barakat
R$ 710.000;Tamanho do imóvel73 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Sagrada Família;Rua São Lázaro
R$ 2.500.000;Tamanho do imóvel223 m²;Quantidade de quartos4;Quantidade de banheiros3;Quantidade de vagas de garagem3;São Pedro;Rua Lavras
R$ 1.690.000;Tamanho do imóvel140 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem3;Vila Bandeirantes;Rua Flórida
N/D;Tamanho do imóvel450 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem3;Calafate;Rua Três Corações
N/D;Tamanho do imóvel172 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem3;Serra;Rua Pouso Alto
R$ 2.550.450;Tamanho do imóvel145 m²;Quantidade de quartos4;Quantidade de banheiros4;Quantidade de vagas de garagem2;Luxemburgo;Rua Guaicuí
R$ 620.000;Tamanho do imóvel94 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem1;Nova Suíssa;Rua José Machado
R$ 860.000;Tamanho do imóvel103 m²;Quantidade de quartos3;Quantidade de banheiros1-2;Quantidade de vagas de garagem2;Barreiro;Rua São Paulo da Cruz
R$ 1.250.000;Tamanho do imóvel115 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Serra;Rua Níquel
R$ 400.000;Tamanho do imóvel81 m²;Quantidade de quartos3;Quantidade de banheiros1;Quantidade de vagas de garagem1;Santa Mônica;
R$ 470.000;Tamanho do imóvel109 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem1;Sagrada Família;Avenida Cristiano Machado
R$ 1.600.000;Tamanho do imóvel170 m²;Quantidade de quartos4;Quantidade de banheiros3;Quantidade de vagas de garagem3;Estoril;Rua Pintor Vicente Abreu
R$ 1.300.000;Tamanho do imóvel137 m²;Quantidade de quartos4;Quantidade de banheiros4;Quantidade de vagas de garagem2;Liberdade;
R$ 1.624.915;Tamanho do imóvel100 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem2;Funcionários;Rua Bernardo Guimarães
R$ 820.000;Tamanho do imóvel198 m²;Quantidade de quartos3;Quantidade de banheiros2-3;Quantidade de vagas de garagem2;Dona Clara;Rua Adauto Feitosa
R$ 2.353.597;Tamanho do imóvel121 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem2;Funcionários;Rua Piauí
R$ 830.000;Tamanho do imóvel147 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Renascença;Rua Descalvado
R$ 780.000;Tamanho do imóvel129 m²;Quantidade de quartos4;Quantidade de banheiros3-4;Quantidade de vagas de garagem2;Ipiranga;Avenida Bernardo de Vasconcelos
R$ 1.260.000;Tamanho do imóvel153 m²;Quantidade de quartos4;Quantidade de banheiros4;Quantidade de vagas de garagem3;Buritis;Rua Tereza Mota Valadares
R$ 550.000;Tamanho do imóvel100 m²;Quantidade de quartos3;Quantidade de banheiros2;N/D;Cruzeiro;Rua Pium-I
R$ 920.000;Tamanho do imóvel140 m²;Quantidade de quartos5;Quantidade de banheiros4;Quantidade de vagas de garagem2;Cruzeiro;Rua Muzambinho
R$ 1.250.000;Tamanho do imóvel125 m²;Quantidade de quartos4;Quantidade de banheiros2-4;Quantidade de vagas de garagem2-3;Santa Rosa;Rua Desembargador Viotti de Magalhães
R$ 1.100.000;Tamanho do imóvel160 m²;Quantidade de quartos4;Quantidade de banheiros3;Quantidade de vagas de garagem2;Cruzeiro;Rua Américo Diamantino
R$ 750.000;Tamanho do imóvel60 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem2;Itapoã;Rua Rosa Maria Savassi
N/D;Tamanho do imóvel130 m²;Quantidade de quartos4;Quantidade de banheiros2;Quantidade de vagas de garagem2;São Pedro;Rua Bolívia
R$ 749.000;Tamanho do imóvel92-100 m²;Quantidade de quartos3;Quantidade de banheiros2-3;Quantidade de vagas de garagem2;São Pedro;Rua Coral
R$ 1.090.000;Tamanho do imóvel60 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem2;Sagrada Família;Rua Oswaldo Ferraz
R$ 1.450.000;Tamanho do imóvel170 m²;Quantidade de quartos4;Quantidade de banheiros2;Quantidade de vagas de garagem2;Sion;Rua da Groenlândia
R$ 860.000;Tamanho do imóvel56 m²;Quantidade de quartos1;Quantidade de banheiros1;Quantidade de vagas de garagem1;Funcionários;Rua Piauí
R$ 1.518.000;Tamanho do imóvel88 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem2-3;Santa Efigênia;Rua dos Otoni
R$ 849.000;Tamanho do imóvel150 m²;Quantidade de quartos4;Quantidade de banheiros2;Quantidade de vagas de garagem2;Nova Floresta;Rua São Gonçalo
N/D;Tamanho do imóvel555 m²;Quantidade de quartos4;Quantidade de banheiros4;Quantidade de vagas de garagem4;Castelo;Rua Castelo de Windsor
R$ 530.000;Tamanho do imóvel108 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem1;Centro;Rua Goiás
N/D;Tamanho do imóvel140 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem3;Buritis;Rua Henrique Furtado Portugal
R$ 2.400.000;Tamanho do imóvel160-161 m²;Quantidade de quartos4;Quantidade de banheiros3-5;Quantidade de vagas de garagem3-4;São Pedro;Rua Lavras
R$ 3.850.000;Tamanho do imóvel280 m²;Quantidade de quartos3;Quantidade de banheiros4;Quantidade de vagas de garagem3;Funcionários;Avenida Getúlio Vargas
N/D;Tamanho do imóvel154 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem3;Santo Agostinho;Rua Mato Grosso
R$ 1.350.000;Tamanho do imóvel144 m²;Quantidade de quartos4;Quantidade de banheiros3;Quantidade de vagas de garagem4;Buritis;Rua Lauro Ferreira
R$ 1.100.000;Tamanho do imóvel20 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem2;Carmo;Rua Paraguai
R$ 1.180.000;Tamanho do imóvel70 m²;Quantidade de quartos2;Quantidade de banheiros1;Quantidade de vagas de garagem2;Cruzeiro;Rua Pium-I
R$ 652.000;Tamanho do imóvel77 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem3;Ipiranga;Rua Seritinga
N/D;Tamanho do imóvel105 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem1;Savassi;Rua Antônio de Albuquerque
R$ 740.000;Tamanho do imóvel110 m²;Quantidade de quartos3;Quantidade de banheiros2-3;Quantidade de vagas de garagem1;Santo Agostinho;Rua Martim de Carvalho
N/D;Tamanho do imóvel151 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Liberdade;Rua Duarte da Costa
R$ 1.330.000;Tamanho do imóvel77 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem2;São Pedro;Rua Viçosa
R$ 1.988.333;Tamanho do imóvel133 m²;Quantidade de quartos4;Quantidade de banheiros4;Quantidade de vagas de garagem3;Sion;Rua Estados Unidos
R$ 535.000;Tamanho do imóvel15 m²;Quantidade de quartos2;Quantidade de banheiros1;Quantidade de vagas de garagem1;Dom Cabral;Avenida Edgar da Mata Machado
R$ 996.990;Tamanho do imóvel66 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Serra;Rua Pouso Alto
R$ 1.200.000;Tamanho do imóvel130 m²;Quantidade de quartos4;Quantidade de banheiros3-4;Quantidade de vagas de garagem3;Santa Rosa;Rua Dom Rodrigo
R$ 400.000;Tamanho do imóvel11 m²;Quantidade de quartos1;Quantidade de banheiros1;N/D;Funcionários;Rua Rio Grande do Norte
R$ 3.850.000;Tamanho do imóvel374 m²;Quantidade de quartos4;Quantidade de banheiros6-7;Quantidade de vagas de garagem3;Savassi;Rua Santa Rita Durão
R$ 1.300.000;Tamanho do imóvel116 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem2;Funcionários;Rua dos Inconfidentes
R$ 980.000;Tamanho do imóvel108 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem2;Silveira;
R$ 590.000;Tamanho do imóvel64 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem2;Santa Cruz;Rua José Cleto
R$ 450.000;Tamanho do imóvel80 m²;Quantidade de quartos2;Quantidade de banheiros1;Quantidade de vagas de garagem1;Santa Terezinha;Rua Pequeri
R$ 2.507.363;Tamanho do imóvel115 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem2;Funcionários;Rua Pernambuco
R$ 750.000;Tamanho do imóvel196 m²;Quantidade de quartos4;Quantidade de banheiros3;Quantidade de vagas de garagem1;Barroca;Rua Bernardino de Lima
N/D;Tamanho do imóvel148 m²;Quantidade de quartos2;Quantidade de banheiros3;Quantidade de vagas de garagem3;Gutierrez;Rua Herculano de Freitas
R$ 2.300.000;Tamanho do imóvel238 m²;Quantidade de quartos4;Quantidade de banheiros2;Quantidade de vagas de garagem4;Belvedere;Rua Juvenal Melo Senra
R$ 850.000;Tamanho do imóvel145 m²;Quantidade de quartos4;Quantidade de banheiros3;Quantidade de vagas de garagem2;Carlos Prates;Rua Cambuquira
R$ 2.185.000;Tamanho do imóvel157 m²;Quantidade de quartos4;Quantidade de banheiros3;Quantidade de vagas de garagem4;Santo Antônio;Rua Leopoldina
R$ 1.150.000;Tamanho do imóvel135 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Prado;Rua Cássia
R$ 3.390.000;Tamanho do imóvel181 m²;Quantidade de quartos4;Quantidade de banheiros4;Quantidade de vagas de garagem4;Barro Preto;Rua Paracatu
R$ 850.000;Tamanho do imóvel65 m²;Quantidade de quartos3;Quantidade de banheiros1-2;Quantidade de vagas de garagem2;Itapoã;Rua Desembargador Lincoln Prates
R$ 420.000;Tamanho do imóvel45 m²;Quantidade de quartos2;Quantidade de banheiros1;Quantidade de vagas de garagem1-2;Candelária;
R$ 1.766.737;Tamanho do imóvel93 m²;Quantidade de quartos3;Quantidade de banheiros4;Quantidade de vagas de garagem2;Lourdes;Rua Espírito Santo
R$ 929.379;Tamanho do imóvel63 m²;Quantidade de quartos2;Quantidade de banheiros2;N/D;Centro;Rua Curitiba
R$ 2.031.802;Tamanho do imóvel103 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem2;Santo Agostinho;Rua Ouro Preto
R$ 320.000;Tamanho do imóvel113 m²;Quantidade de quartos3;Quantidade de banheiros2;N/D;Centro;Rua dos Guaranis
R$ 699.000;Tamanho do imóvel83 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem1;Castelo;Avenida Miguel Perrela
N/D;Tamanho do imóvel102 m²;Quantidade de quartos4;Quantidade de banheiros2;Quantidade de vagas de garagem2;Santo Antônio;Rua Professor Aníbal Mattos
R$ 800.000;Tamanho do imóvel320 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Ouro Preto;Rua Pedro Moreira de Abreu
R$ 756.000;Tamanho do imóvel160 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem1;Serra;Rua Guaxupé
R$ 937.900;Tamanho do imóvel60-125 m²;Quantidade de quartos2;Quantidade de banheiros1-3;Quantidade de vagas de garagem2-3;São Lucas;Rua Monte Alegre
R$ 1.034.891;Tamanho do imóvel57 m²;Quantidade de quartos1;Quantidade de banheiros1;Quantidade de vagas de garagem1;Santo Agostinho;Rua dos Aimorés
R$ 585.000;Tamanho do imóvel54-55 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem1-2;São Luiz;Rua Maestro Francisco Flores
R$ 1.580.000;Tamanho do imóvel87-98 m²;Quantidade de quartos3;Quantidade de banheiros1-3;Quantidade de vagas de garagem1-3;São Pedro;Rua Cristina
R$ 1.450.589;Tamanho do imóvel75 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem2;Carmo;Rua Montes Claros
N/D;Tamanho do imóvel162 m²;Quantidade de quartos4;Quantidade de banheiros2;Quantidade de vagas de garagem3;Santa Amélia;Rua dos Expedicionários
R$ 1.650.000;Tamanho do imóvel290 m²;Quantidade de quartos4;Quantidade de banheiros4;Quantidade de vagas de garagem2;Santo Antônio;Avenida Prudente de Morais
N/D;Tamanho do imóvel146 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem2;São Pedro;Rua Major Lopes
R$ 1.350.000;Tamanho do imóvel144 m²;Quantidade de quartos3;Quantidade de banheiros4;Quantidade de vagas de garagem3;Liberdade;Rua Intendente Câmara
R$ 1.593.000;Tamanho do imóvel145 m²;Quantidade de quartos4;Quantidade de banheiros3;Quantidade de vagas de garagem3;Serra;Rua Visconde de Caravelas
R$ 1.450.000;Tamanho do imóvel155 m²;Quantidade de quartos4;Quantidade de banheiros2;Quantidade de vagas de garagem2;Anchieta;Rua Muzambinho
R$ 1.400.000;Tamanho do imóvel98 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Funcionários;
R$ 1.116.000;Tamanho do imóvel63 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem2;São Pedro;Rua Viçosa
R$ 720.000;Tamanho do imóvel100 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;São Pedro;Rua Campo Belo
R$ 1.059.000;Tamanho do imóvel97-98 m²;Quantidade de quartos2;Quantidade de banheiros2-3;Quantidade de vagas de garagem2;Santo Antônio;Rua Deputado Álvaro Sales
R$ 1.045.000;Tamanho do imóvel104 m²;Quantidade de quartos4;Quantidade de banheiros2-3;Quantidade de vagas de garagem3;Jaraguá;Rua Bacupã
R$ 1.590.000;Tamanho do imóvel180 m²;Quantidade de quartos4;Quantidade de banheiros5;Quantidade de vagas de garagem4;Buritis;Rua Engenheiro Alberto Pontes
R$ 620.000;Tamanho do imóvel82 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem2;Sagrada Família;Rua São Roque
R$ 1.500.000;Tamanho do imóvel121 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Vila Paris;Rua Soares do Couto
R$ 1.230.000;Tamanho do imóvel127 m²;Quantidade de quartos4;Quantidade de banheiros3;Quantidade de vagas de garagem3;Caiçara-Adelaide;Rua Crisandália
N/D;Tamanho do imóvel132-147 m²;Quantidade de quartos4;Quantidade de banheiros3-5;Quantidade de vagas de garagem2-4;Prado;Rua Turmalina
N/D;Tamanho do imóvel229 m²;Quantidade de quartos4;Quantidade de banheiros3;Quantidade de vagas de garagem4;São Luiz;Alameda das Acácias
R$ 1.650.000;Tamanho do imóvel108 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Belvedere;Rua Engenheiro Walter Kurrle
R$ 760.000;Tamanho do imóvel133 m²;Quantidade de quartos4;Quantidade de banheiros2;Quantidade de vagas de garagem1-2;Serrano;Avenida Henfil
R$ 2.690.000;Tamanho do imóvel160 m²;Quantidade de quartos4;Quantidade de banheiros4;Quantidade de vagas de garagem3;Santo Antônio;Rua Paulo Afonso
R$ 950.000;Tamanho do imóvel120 m²;Quantidade de quartos4;Quantidade de banheiros2;Quantidade de vagas de garagem1;Lourdes;Rua Felipe dos Santos
R$ 1.400.000;Tamanho do imóvel100 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem3;Santa Efigênia;Rua Rio Grande do Norte
A partir de R$ 3.200.000;Tamanho do imóvel150 m²;Quantidade de quartos3;Quantidade de banheiros1;Quantidade de vagas de garagem4;Anchieta;Rua Penafiel
R$ 2.550.000;Tamanho do imóvel139 m²;Quantidade de quartos4;Quantidade de banheiros4;Quantidade de vagas de garagem3;Sion;Rua Patagônia
R$ 650.000;Tamanho do imóvel125 m²;Quantidade de quartos2;Quantidade de banheiros1;Quantidade de vagas de garagem1;Serrano;Rua Jornalista Geraldo Resende
R$ 1.649.000;Tamanho do imóvel126 m²;Quantidade de quartos4;Quantidade de banheiros4;Quantidade de vagas de garagem2;Belvedere;Rua Juvenal Melo Senra
R$ 1.260.000;Tamanho do imóvel153 m²;Quantidade de quartos4;Quantidade de banheiros4;Quantidade de vagas de garagem3;Buritis;Rua Tereza Mota Valadares
R$ 1.581.241;Tamanho do imóvel89 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem2;Funcionários;Rua Bernardo Guimarães
R$ 640.000;Tamanho do imóvel95 m²;Quantidade de quartos3;Quantidade de banheiros1;Quantidade de vagas de garagem1;Sagrada Família;
R$ 3.250.000;Tamanho do imóvel179 m²;Quantidade de quartos4;Quantidade de banheiros1;Quantidade de vagas de garagem4;Santa Lúcia;Rua Barcelona
R$ 2.450.000;Tamanho do imóvel280 m²;Quantidade de quartos4;Quantidade de banheiros4;Quantidade de vagas de garagem3;Comiteco;Rua Engenheiro Caetano Lopes
R$ 690.000;Tamanho do imóvel41 m²;Quantidade de quartos1;Quantidade de banheiros2;Quantidade de vagas de garagem1;Barro Preto;Rua Juiz de Fora
R$ 1.200.000;Tamanho do imóvel94 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Castelo;Rua Cecília Fonseca Coutinho
R$ 709.755;Tamanho do imóvel65 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem2;Gutierrez;Rua Benjamim Jacob
R$ 1.670.000;Tamanho do imóvel123 m²;Quantidade de quartos4;Quantidade de banheiros2;Quantidade de vagas de garagem2;Santa Efigênia;Rua dos Otoni
R$ 650.000;Tamanho do imóvel55 m²;Quantidade de quartos2;Quantidade de banheiros1;Quantidade de vagas de garagem2;Betânia;Rua Úrsula Paulino
R$ 990.000;Tamanho do imóvel110 m²;Quantidade de quartos3;Quantidade de banheiros1-3;Quantidade de vagas de garagem2;Sion;Rua Santa Maria Itabira
R$ 1.790.000;Tamanho do imóvel90 m²;Quantidade de quartos1;Quantidade de banheiros2;Quantidade de vagas de garagem2;Savassi;Rua Tomé de Souza
R$ 1.513.000;Tamanho do imóvel118 m²;Quantidade de quartos4;Quantidade de banheiros2;Quantidade de vagas de garagem3;Buritis;Rua Ernani Agricola
